,Title,Label,Type,Price,Location,Baths,Area,Purpose,Bedroom(s),Added,Description,Main Features,Rooms,Business and Communication,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities,Popular,Source,Time Stamp
694,Booking Available In Spring Home For Sale In Precinct 12 Bahria Town Karachi Ali Block,"Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,5 Marla,For Sale,3,3 weeks ago,"Spring Homes: Most Luxurious Houses in the heart of Bahria town. - One Unit Bungalow ( Ground + 1st Floor) - Size 25x45- Modern Architect- 3 Bed With Attached Modern Bathroom- Spacious Lounge- Modern Kitchen- Dining Room, Drawing Room- Parking Spaces - Easy Payment Plan:- Total Cost : 1 Crore 30 Lac- Down Payment : 975,000- Allocation After One Month : 975,000- 20 Monthly Installment : (20* 4,55,000) 9,100,000- On Possession 15% : 1,950,000- Total Amount : 13,000,000Note: 10% discount on 100% payment up front, 05% discount on 50% payment up frontHighlights & Attractions Of Bharia Town Karachi:• Adjoining to 400 feet Jinnah Avenue• Close to World’s 3rd Largest Mosque• Backup Power Generation (Load-shedding Free)• World Class Architecture • Gated Housing Society • Landscaped Parks, Cycling & Jogging Tracks for Active Living• Mosques, Commercial Centers and Graveyards• Shuttle Transport• 25 minutes from Jinnah International Airport, Connected through Malir Cantt via 6 lane expressway• 9Km from Super-Highway toll plaza• Master-planned gated community• Advanced security & rescue services• Pakistan’s largest shopping mall• 5-star international hotel & USGA standard golf course• Commercial areas• Gold-Class cinemas • State-of- the-art sports facilities• World-class school, college and International University• International standard hospital• International theme park, play-land and water-rides• Jamia mosque• Community sports club & zoo• International standard construction & infrastructure• Grid station & telephone-exchange • Transport system from Bahria Town to City Center• 100 % backup power (No Load-shedding)Spring Homes A Dream Comes True. We invite you in our open house to help us to celebrate this big accomplishment. For Overseas Pakistani Contact Us On WhatsappPlease quote Zameen. com when calling us."," Built in year: 2019 , Parking Spaces: 2 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features , Furnished"," Bedrooms: 3 , Bathrooms: 3 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Swimming Pool , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-34,5/19/2019 0:44
695,200 Yards Brand New Bungalow For Sale,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi, Sindh",House,PKR   2.7 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,8 Marla,For Sale,6,3 weeks ago,200 Sq Yards Brand New Bungalow For Sale In Gulistan-E-JauharGround + 1* 6+ Bedrooms * 6+ Baths * Drawing * Dining Demand * 2 kitchen* Store Area * Washing Area Separate * Car Space* Best location for living purposePrime Location. Reasonable Demand.," Built in year: 2018 , Parking Spaces: 3"," Bedrooms: 6 , Bathrooms: 6 , Drawing Room , Dining Room , Kitchens: 2"," Broadband Internet Access , Satellite or Cable TV Ready", ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", Security Staff,hot,Karachi-2-34,5/19/2019 0:44
696,Precinct 1 Bungalow 272 Sq Yard Corner West Open Garden And Masjid Is Available For Sale,"Bahria Town - Overseas Block, Bahria Town - Precinct 1, Bahria Town Karachi, Karachi, Sindh",House,PKR   3.12 Crore,"Bahria Town Karachi, Karachi, Sindh",6,10.9 Marla,For Sale,6,3 weeks ago,"Bungalow for sale. New booking (Limited time offer )Booking in one year easy installments planLocation: Bahria Town - Precinct 1, Overseas Block - Karachi. Most prime location. With main gate Jinnah Avenue. Covered area: 3700 sq feet. Having 5 bedrooms with bath, TV lounge, drawing room and servant quarter. Modern design and quality finishing. Single and double unit. Model Bungalow  ready for visit. . . Make your dream Bungalow with Team ProfessionalsRoots millennium schools, Masjid Ashiq, beautiful park, green valley market, Carnival and hospital available. Gated community. Booking Details!Booking 15%: 4,672,500/-Confirmation plot 20% ( with in 10 days): 6230000/-11 monthly installment (11*1415908): 1,5574992/-On possession 15%: 4,672,500/-Total Amount =31,150,000/=pkrReasonable demand. @Rate to RateIt is sure to be a profitable deal for any genuine client. Contact us for more details. We are proud to announced that in the first time in history due to remarkable growth in the significant area of BAHRIA TOWN KARACHI , the only ""PROFESSIONALS ESTATE&BUILDERS""  are moving in a construction department ahead , we will continue our purpose to fulfill our clients needs , we invite you in our open house to help us to celebrate a big accomplishment!Note!Now we are Available specially for OVERSEAS Alottis, Clients,Investors, Dealers in Canada, USA, UAE, OMAN, AUSTRALIA, UK and All over the world with the measure collaboration of REMAX. which is entirely covered all over the overseas client effectively  & efficiently. Further more,"," Built in year , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors , Other Main Features"," Bedrooms: 5 , Bathrooms: 5 , Servant Quarters , Drawing Room , Dining Room , Kitchens , Study Room , Store Rooms , Lounge or Sitting Room", ," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-34,5/19/2019 0:44
697,272 Square Yard Bungalow Available For Sale In Bahria Town  Overseas Block,"Bahria Town - Overseas Block, Bahria Town - Precinct 1, Bahria Town Karachi, Karachi, Sindh",House,PKR   2.75 Crore,"Bahria Town Karachi, Karachi, Sindh",5,10.9 Marla,For Sale,5,3 weeks ago,"Bungalow for sale. @New booking (Limited time offer )Booking in one year easy installments planLocation: Bahria Town - Precinct 1, Overseas Block - Karachi. Most prime location. With main gate Jinnah Avenue. Covered area: 3300 sq feet. Plot size: 35x70Having 5 bedrooms with bath, TV lounge, drawing room and servant quarter. Modern design and quality finishing. Single and double unit. 10%discount on full payment 5%discount on half payment. plots location 52 to 1084 series on general plots 272sqy overseas quota. Model Bungalow almost ready for visit. . . Make your dream Bungalow with Team ProfessionalsRoots millennium schools, Masjid Ashiq, beautiful park, green valley market, Carnival and hospital available. Gated community. Booking Details!Booking 15%: 4,125,000/-Confirmation plot 20% ( with in 10 days): 5500000/-11 monthly installment (11*1250000): 1,3750,000/-On possession 15%: 4,125,000/-Total Amount =2,7500,000/=pkrReasonable demand. @Rate to RateIt is sure to be a profitable deal for any genuine client. Contact us for more details. We are proud to announced that in the first time in history due to remarkable growth in the significant area of BAHRIA TOWN KARACHI , the only ""PROFESSIONALS ESTATE&BUILDERS""  are moving in a construction department ahead , we will continue our purpose to fulfill our clients needs , we invite you in our open house to help us to celebrate a big accomplishment!Note!Now we are Available specially for OVERSEAS Alottis, Clients,Investors, Dealers in Canada, USA, UAE, OMAN, AUSTRALIA, UK and All over the world with the measure collaboration of REMAX. which is entirely covered all over the overseas client effectively  & efficiently. Further more,"," Built in year: 1 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors , Other Main Features"," Bedrooms: 5 , Bathrooms: 5 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens , Study Room , Prayer Room , Powder Room  , Store Rooms , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom", ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls", ,hot,Karachi-2-34,5/19/2019 0:44
698,Purely Owner Built West Open Proper 2 Units Bungalow,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,PKR   12.25 Crore,"DHA Defence, Karachi, Sindh",8,1 Kanal,For Sale,6,3 days ago,Defence 500 yards bungalow available for sale most prime location near  badbanowner built west open two units 3+3=6 bedrooms spacious loungeeach floor 2 kitchen2 store roomtile flooring solid teak wood Spanish bathPakistan cable4 car parking green lawn line waterfor more details call safe way estate," Built in year: 2018 , Parking Spaces: 4 , Flooring , Electricity Backup , Floors: 2 , Other Main Features"," Bedrooms: 6 , Bathrooms: 8 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 4 , Study Room , Powder Room  , Store Rooms: 2 , Lounge or Sitting Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Other Facilities",,Karachi-2-34,5/19/2019 0:44
699,Quaid Villa For Sale In Bahria Town Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",House,PKR   2 Crore,"Bahria Town Karachi, Karachi, Sindh",-,8 Marla,For Sale,-,3 days ago,"A brilliantly built 200 Square Yards House is up for Sale. It occupies a prime location in , Bahria Town - Quaid Villas, Karachi and features a series of amazing facilities including and that boast a beautiful design and have great fixtures. Our demand is not very high at it is starting from 1 crore 70 lac PKR (Pakistan) so you can't sure be sure that this ad will stay up for long. Hurry up, give us a call today. Bahria Features:Master-planned gated communityAdvanced security & rescue servicesPakistan largest shopping mall5-star international hotel & USGA standard golf courseCommercial areasGold-Class cinemasState-of- the-art sports facilitiesWorld-class school, college and International UniversityInternational standard hospitalInternational theme park, play-land and water-ridesWonders of the world monuments (Eiffel Tower, Taj-Mahal and Statue of Liberty)Jamiah MosqueLandscaped parksCommunity sports club & zooInternational standard construction & infrastructureGrid station & telephone-exchangeTransport system from Bahria Town to City Centre100 % backup power (No Load-shedding)Own Money Change as per MarketA Master-Planned Community with World-Class Infrastructure and FacilitiesProject Attraction: Bahria Town signature facilities and modern infrastructureProject Type: Master-planned communityProject Status: Possession Handover has been started. Ideal Location | Unbelievable Prices25 minutes from Jinnah International Airport, Connected through Malir Cantt via 6 lane expressway9Km from Super-Highway toll plaza20 minutes from City Centre via metro bus.", , , , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Distance From Airport (kms) , Nearby Public Transport Service"," Security Staff , Other Facilities",,Karachi-2-34,5/19/2019 0:44
700,Modern Brand New 500 Sq Yards Artistic Villa With Basement  For Sale,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,PKR   11.75 Crore,"DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,5,3 days ago,"500 Sq Yards West Open Brand New Bungalow With Full Basement At One Of Most Prime Location Of DHA Phase 8, It's Far Away From Sea Also It Has Very Peaceful Vicinity With All Around Newly Constructed Bungalows. Location: DHA Phase 8Property Details:5 Bedrooms (1+4) , 2 TV Lounge Drawing And DiningFull Basement With Cinema Theater, Multipurpose Hall And GymnasiumFully For-Ceiling And Designed Bathrooms4 Servant Room In BasementTeak WoodZ'MARIO KitchensFaucet GroheAll Sanitary Roca ItalyPakistan CableCamera With DVRPanasonic PABXIntercomAll Lights And Chandelier Crystal LightsFeel Free To Contact For More Details And Visit, Via Call Or Whatsapp"," Built in year: 2018 , Parking Spaces: 4 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 3 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 1 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom"," Lawn or Garden , Sauna , Jacuzzi", ," Maintenance Staff , Security Staff",,Karachi-2-34,5/19/2019 0:44
701,Defence 600 Yards Owner Built West Open Corner Bungalows,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,PKR   11.5 Crore,"DHA Defence, Karachi, Sindh",6,1.2 Kanal,For Sale,5,3 days ago,Defence 500 Yards Purely Owner Built Architect Design  West Open Corner Bungalow Available For Sale Prime Location Near Ali Masjid 5 Bedrooms Drawing Dining Spacious Lounge Wooden/ Marble Flooring Solid Diyar Wood Work More Details Contact Us.," Built in year: 2003 , Parking Spaces: 4 , Double Glazed Windows , Flooring , Electricity Backup , Floors: 2"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom"," Swimming Pool , Jacuzzi", , Maintenance Staff,,Karachi-2-34,5/19/2019 0:44
702,1000 Sq. Yard Extraordinary Brand New Spanish Villa Designed By Famous Architect,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,PKR   27.5 Crore,"DHA Defence, Karachi, Sindh",6,4 Marla,For Sale,6,3 days ago,"Decence Phase 6 Prime Location Off Muhafiz 1000 Sq. Yard Super Luxury Brand New Bungalow Available For Sale Design By Famous Architect Extraordinary Finishing Beautiful Elevation  6 Bedrooms + Basement + Pool Spanish Tiles Grohe Fitting Ashrys Kitchen Solid Teak Wood Work Huge Parking And Beautiful Lawn. The Best Option For Investment. Available On Reasonable Price. That Is A Prime Location Property. Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling."," Built in year: 2018 , Parking Spaces: 5 , Flooring , Electricity Backup , Floors: 2"," Bedrooms: 6 , Bathrooms: 7 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens: 3 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 2 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms", , , Nearby Schools," Maintenance Staff , Security Staff",,Karachi-2-34,5/19/2019 0:44
703,500 Yards Brand New Extraordinary Bungalow For Sale,"DHA Defence, Karachi, Sindh",House,PKR   10.5 Crore,"DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,6,3 days ago,"Defence  500 Yards Brand New Bungalow Available For Sale Having 6 Bedrooms Optional 2 Units Tile Flooring Solid Wood Work Beautiful Kitchen Nice Elevation  Big Parking Long If You Want To Live In An Environment Which Is Absolutely Secured And Peaceful Then It Is The Right Time And The Right Place To Invest Your Money. Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. Please Feel Free To Call Us If You Need Further Details About The It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal,"," Built in year: 2019 , Parking Spaces: 3 , Flooring , Electricity Backup , Floors: 2"," Bedrooms: 6 , Bathrooms: 7 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Steam Room , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom", Lawn or Garden, , ,,Karachi-2-34,5/19/2019 0:44
704,Defence 500 Sq Yards Brand New Extraordinary Designer Bungalow For Sale,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",House,PKR   14 Crore,"DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,5,3 days ago,Defence Phase Viii 500 Sq Yards Brand New Extraordinary Designer Bungalow Available For Sale 5 Bedrooms Study Imported Kitchen Teak Wood Work Spanish Bathrooms Grohi Fitting Pakistan Cable For More Information About This Bungalow Plz Contact Us," Built in year: 2019 , Parking Spaces: 3 , Double Glazed Windows , Flooring , Electricity Backup , Floors: 2 , Other Main Features"," Bedrooms: 6 , Bathrooms: 7 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Other Facilities",,Karachi-2-34,5/19/2019 0:44
